"","Division","Season","Date","Covid19","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","shotsDiff","shotsTargetDiff","pointsDiff","expPointsDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"3362","T1",10,"08.03.2020","Yes","Sivasspor","Galatasaray",2,2,10,11,8,6,15,12,1,2,0,0,2.61,3.43,2.52,1.79,1.99,1,1,0.357571,0.2720876,0.3703414,1.344801,1.383112,0,-1,2,0,-0.03831118,3,-1,0,0
"3363","T1",10,"09.03.2020","Yes","Genclerbirligi","Antalyaspor",1,1,20,7,8,2,11,11,3,1,0,0,2.08,3.36,3.41,1.88,1.88,1,1,0.448628,0.2777221,0.2736499,1.623606,1.098672,0,13,6,0,0.5249342,0,2,0,0
"3364","T1",10,"11.03.2020","Yes","Yeni Malatyaspor","Trabzonspor",1,3,6,13,3,5,12,9,3,2,0,0,3.26,3.65,2.04,1.65,2.2,0,3,0.2864353,0.2558299,0.4577348,1.115136,1.629034,-2,-7,-2,-3,-0.5138986,3,1,0,0
"3365","T1",10,"13.03.2020","No","Ankaragucu","Rizespor",2,1,13,15,3,2,15,17,2,3,0,1,2.41,3.22,2.92,1.95,1.84,3,0,0.3885321,0.2907958,0.3206721,1.456392,1.252812,1,-2,1,3,0.2035802,-2,-1,-1,0
"3366","T1",10,"13.03.2020","No","Kasimpasa","Goztep",2,0,11,9,5,3,15,13,3,2,0,0,2.26,3.51,2.94,1.72,2.09,3,0,0.4144937,0.266882,0.3186244,1.510363,1.222755,2,2,2,3,0.2876078,2,1,0,0
"3367","T1",10,"14.03.2020","No","Denizlispor","Genclerbirligi",1,0,19,13,8,2,9,11,1,2,0,0,2.44,3.38,2.77,1.8,1.99,3,0,0.3842075,0.2773569,0.3384355,1.42998,1.292664,1,6,6,3,0.1373161,-2,-1,0,0
"3368","T1",10,"14.03.2020","No","Alanyaspor","Gaziantep",1,0,7,14,2,0,8,10,0,3,0,0,1.55,4.24,5.35,1.59,2.3,3,0,0.6041253,0.2208477,0.175027,2.033224,0.7459286,1,-7,2,3,1.287295,-2,-3,0,0
"3369","T1",10,"14.03.2020","No","Konyaspor","Fenerbahce",1,0,8,10,2,0,14,10,7,2,2,0,3.47,3.29,2.11,2.14,1.69,3,0,0.2703243,0.285114,0.4445617,1.096087,1.618799,1,-2,2,3,-0.5227123,4,5,2,0
"3370","T1",10,"15.03.2020","No","Kayserispor","Yeni Malatyaspor",2,1,15,15,5,8,19,9,3,1,0,0,2.52,3.31,2.7,1.93,1.85,3,0,0.371104,0.2825323,0.3463637,1.395844,1.321623,1,0,-3,3,0.07422079,10,2,0,0
"3371","T1",10,"15.03.2020","No","Trabzonspor","Buyuksehyr",1,1,17,12,2,5,6,14,1,1,0,0,2.31,3.41,2.92,1.73,2.08,1,1,0.4051018,0.2744238,0.3204744,1.489729,1.235847,0,5,-3,0,0.2538823,-8,0,0,0
"3372","T1",10,"15.03.2020","No","Galatasaray","Besiktas",0,0,16,3,4,2,15,15,1,2,0,0,1.96,3.54,3.61,1.74,2.06,1,1,0.4769607,0.26408,0.2589593,1.694962,1.040958,0,13,2,0,0.6540043,0,-1,0,0
"3373","T1",10,"16.03.2020","No","Antalyaspor","Sivasspor",1,0,17,8,6,3,12,17,1,4,0,1,2.89,3.48,2.28,1.73,2.06,3,0,0.3227885,0.2680629,0.4091486,1.236428,1.495509,1,9,3,3,-0.2590803,-5,-3,-1,0
"3374","T1",10,"17.03.2020","No","Goztep","Rizespor",2,0,14,4,4,1,11,17,1,2,0,0,1.97,3.48,3.76,1.87,1.92,3,0,0.4784625,0.2708537,0.2506838,1.706241,1.022905,2,10,3,3,0.683336,-6,-1,0,0
"3375","T1",10,"12.06.2020","No","Fenerbahce","Kayserispor",2,1,10,11,4,6,6,14,1,2,1,0,1.32,5.43,7.98,1.41,2.83,3,0,0.7099714,0.1725897,0.1174389,2.302504,0.5249064,1,-1,-2,3,1.777598,-8,-1,1,0
"3376","T1",10,"12.06.2020","No","Goztep","Trabzonspor",1,3,18,10,7,7,10,16,2,3,0,1,3.38,3.5,2.05,1.8,2,0,3,0.2766638,0.2671782,0.4561579,1.09717,1.635652,-2,8,0,-3,-0.5384823,-6,-1,-1,0
"3377","T1",10,"13.06.2020","No","Buyuksehyr","Alanyaspor",2,0,18,12,6,4,10,13,1,3,0,0,1.84,3.68,3.99,1.85,1.94,3,0,0.5099042,0.2549521,0.2351438,1.784665,0.9603834,2,6,2,3,0.8242812,-3,-2,0,0
"3378","T1",10,"13.06.2020","No","Besiktas","Antalyaspor",1,2,25,11,6,4,12,13,3,3,0,0,1.47,4.39,6.16,1.61,2.29,0,3,0.6355306,0.2128087,0.1516607,2.119401,0.6677908,-1,14,2,-3,1.45161,-1,0,0,0
"3379","T1",10,"13.06.2020","No","Yeni Malatyaspor","Kasimpasa",1,2,14,11,1,3,9,13,2,2,0,0,2.2,3.57,3.01,1.63,2.25,0,3,0.4260498,0.2625517,0.3113985,1.540701,1.196747,-1,3,-2,-3,0.3439538,-4,0,0,0
"3380","T1",10,"14.06.2020","No","Genclerbirligi","Konyaspor",2,1,12,19,3,3,15,13,2,2,0,0,2.36,3.22,2.99,2.12,1.71,3,0,0.3964766,0.2905853,0.3129381,1.480015,1.2294,1,-7,0,3,0.2506156,2,0,0,0
"3381","T1",10,"14.06.2020","No","Gaziantep","Ankaragucu",1,1,5,16,1,7,10,19,3,3,0,0,1.92,3.62,3.7,1.73,2.08,1,1,0.4879702,0.2588129,0.2532169,1.722723,1.018464,0,-11,-6,0,0.7042596,-9,0,0,0
"3382","T1",10,"14.06.2020","No","Rizespor","Galatasaray",2,0,8,15,4,3,17,18,4,3,0,1,5.03,4.03,1.61,1.75,2.07,3,0,0.1861378,0.2323259,0.5815363,0.7907394,1.976935,2,-7,1,3,-1.186195,-1,1,-1,0
"3383","T1",10,"15.06.2020","No","Sivasspor","Denizlispor",1,0,16,9,4,2,19,13,3,2,0,1,1.5,4.18,6.06,1.75,2.05,3,0,0.6225191,0.223392,0.1540889,2.090949,0.6856587,1,7,2,3,1.405291,6,1,-1,0
"3384","T1",10,"19.06.2020","No","Ankaragucu","Buyuksehyr",1,2,10,20,2,11,19,15,4,4,0,0,4.87,3.89,1.66,1.72,2.12,0,3,0.1928394,0.241421,0.5657396,0.8199391,1.93864,-1,-10,-9,-3,-1.118701,4,0,0,0
"3385","T1",10,"20.06.2020","No","Kayserispor","Genclerbirligi",2,0,15,16,4,3,14,9,4,3,0,0,2.36,3.39,2.89,1.77,2.04,3,0,0.3979665,0.2770504,0.324983,1.47095,1.252,2,-1,1,3,0.2189504,5,1,0,0
"3386","T1",10,"20.06.2020","No","Denizlispor","Besiktas",1,5,11,17,3,10,15,9,2,0,0,0,3.73,3.69,1.9,1.8,2,0,3,0.2516358,0.2543635,0.4940007,1.009271,1.736366,-4,-6,-7,-3,-0.7270949,6,2,0,0
"3387","T1",10,"20.06.2020","No","Yeni Malatyaspor","Goztep",2,1,7,10,3,2,10,11,3,1,0,0,2.43,3.43,2.75,1.85,1.95,3,0,0.3857889,0.273314,0.3408971,1.430681,1.296005,1,-3,1,3,0.1346754,-1,2,0,0
"3388","T1",10,"21.06.2020","No","Kasimpasa","Fenerbahce",2,0,12,13,5,6,15,11,4,0,0,0,3.26,3.59,2.08,1.61,2.3,3,0,0.2877378,0.2612884,0.4509737,1.124502,1.61421,2,-1,-1,3,-0.4897077,4,4,0,0
"3389","T1",10,"21.06.2020","No","Galatasaray","Gaziantep",3,3,10,10,6,6,18,14,6,1,1,0,1.5,4.23,6.04,1.71,2.12,1,1,0.6238481,0.2212227,0.1549292,2.092767,0.6860102,0,0,0,0,1.406757,4,5,1,0
"3390","T1",10,"21.06.2020","No","Konyaspor","Sivasspor",2,2,10,11,5,2,13,6,3,1,0,0,2.67,3.29,2.58,2.07,1.75,1,1,0.3513168,0.2851112,0.363572,1.339062,1.375827,0,-1,3,0,-0.03676571,7,2,0,0
"3391","T1",10,"22.06.2020","No","Alanyaspor","Trabzonspor",2,2,17,12,8,6,12,16,3,1,1,1,2.79,3.36,2.43,1.83,1.97,1,1,0.3357389,0.2787832,0.385478,1.286,1.435217,0,5,2,0,-0.1492173,-4,2,0,0
"3392","T1",10,"22.06.2020","No","Antalyaspor","Rizespor",3,1,10,9,7,4,16,15,2,2,0,0,2.27,3.37,3.04,1.89,1.9,3,0,0.4131717,0.2783086,0.3085197,1.517824,1.203868,2,1,3,3,0.3139562,1,0,0,0
"3393","T1",10,"26.06.2020","No","Besiktas","Konyaspor",3,0,15,4,4,2,14,6,3,0,0,1,1.69,3.8,4.84,1.79,2.02,3,0,0.5574414,0.2479147,0.1946438,1.920239,0.8318462,3,11,2,3,1.088393,8,3,-1,0
"3394","T1",10,"27.06.2020","No","Fenerbahce","Yeni Malatyaspor",3,2,18,8,4,4,12,14,3,4,0,1,1.61,4.09,4.96,1.56,2.41,3,0,0.5819909,0.2290967,0.1889124,1.975069,0.7958338,1,10,0,3,1.179236,-2,-1,-1,0
"3395","T1",10,"27.06.2020","No","Goztep","Alanyaspor",3,3,7,14,3,6,12,12,3,2,0,0,3.01,3.27,2.34,2.01,1.8,1,1,0.311836,0.2870417,0.4011223,1.22255,1.490409,0,-7,-3,0,-0.2678591,0,1,0,0
"3396","T1",10,"27.06.2020","No","Trabzonspor","Ankaragucu",1,1,8,9,2,4,14,28,4,8,0,1,1.33,5.29,8,1.48,2.62,1,1,0.7053839,0.177346,0.1172701,2.293498,0.5291563,0,-1,-2,0,1.764341,-14,-4,-1,0
"3397","T1",10,"28.06.2020","No","Rizespor","Denizlispor",2,2,16,5,7,1,19,11,2,1,0,0,2.02,3.37,3.65,2,1.8,1,1,0.4645046,0.2784271,0.2570683,1.671941,1.049632,0,11,6,0,0.6223089,8,1,0,0
"3398","T1",10,"28.06.2020","No","Sivasspor","Kayserispor",0,2,20,9,5,4,11,16,3,4,0,0,1.57,4.12,5.28,1.63,2.24,0,3,0.5957997,0.2270402,0.1771601,2.014439,0.7585206,-2,11,1,-3,1.255919,-5,-1,0,0
"3399","T1",10,"28.06.2020","No","Buyuksehyr","Galatasaray",1,1,11,21,4,6,15,9,7,1,1,0,2.04,3.45,3.5,1.92,1.88,1,1,0.4599474,0.2719689,0.2680836,1.651811,1.07622,0,-10,-2,0,0.5755914,6,6,1,0
"3400","T1",10,"28.06.2020","No","Gaziantep","Antalyaspor",1,1,20,8,3,1,16,13,2,3,0,1,2.45,3.46,2.7,1.73,2.09,1,1,0.3823361,0.2707293,0.3469346,1.417738,1.311533,0,12,2,0,0.1062045,3,-1,-1,0
"3401","T1",10,"29.06.2020","No","Genclerbirligi","Kasimpasa",0,2,12,16,3,9,13,9,2,2,0,0,2.45,3.32,2.79,1.74,2.07,0,3,0.3822501,0.2820822,0.3356677,1.428833,1.289085,-2,-4,-6,-3,0.1397474,4,0,0,0
"3402","T1",10,"03.07.2020","No","Denizlispor","Gaziantep",0,1,9,8,0,4,17,21,2,1,0,0,2.53,3.2,2.82,1.92,1.88,0,3,0.3720531,0.2941545,0.3337924,1.410314,1.295532,-1,1,-4,-3,0.1147824,-4,1,0,0
"3403","T1",10,"04.07.2020","No","Ankaragucu","Alanyaspor",1,4,19,14,8,7,14,10,2,2,0,0,3.67,3.55,1.95,1.79,2.02,0,3,0.2553721,0.2640044,0.4806234,1.030121,1.705875,-3,5,1,-3,-0.6757539,4,0,0,0
"3404","T1",10,"04.07.2020","No","Yeni Malatyaspor","Genclerbirligi",0,0,4,8,1,1,10,7,5,2,0,0,2.27,3.44,2.99,1.74,2.09,1,1,0.4133801,0.2727828,0.3138371,1.512923,1.214294,0,-4,0,0,0.2986291,3,3,0,0
"3405","T1",10,"04.07.2020","No","Antalyaspor","Buyuksehyr",0,2,11,16,3,4,24,12,1,2,0,0,3.39,3.4,2.1,1.66,2.21,0,3,0.2769052,0.2760908,0.4470041,1.106806,1.617103,-2,-5,-1,-3,-0.5102967,12,-1,0,0
"3406","T1",10,"04.07.2020","No","Fenerbahce","Goztep",2,1,11,10,5,4,12,9,2,2,1,0,1.62,4.06,4.95,1.62,2.28,3,0,0.5792778,0.2311404,0.1895818,1.968974,0.7998859,1,1,1,3,1.169088,3,0,1,0
"3407","T1",10,"05.07.2020","No","Kasimpasa","Sivasspor",0,0,6,16,2,5,19,9,3,2,1,0,2.34,3.69,2.72,1.54,2.44,1,1,0.4008915,0.2542239,0.3448846,1.456898,1.288878,0,-10,-3,0,0.1680207,10,1,1,0
"3408","T1",10,"05.07.2020","No","Galatasaray","Trabzonspor",1,3,9,10,4,5,13,16,2,3,1,0,2.23,3.57,2.98,1.62,2.28,0,3,0.4214125,0.2632352,0.3153523,1.527473,1.209292,-2,-1,-1,-3,0.3181806,-3,-1,1,0
"3409","T1",10,"05.07.2020","No","Konyaspor","Rizespor",1,0,13,5,4,1,14,17,3,2,0,0,2.16,3.22,3.42,2.17,1.68,3,0,0.434332,0.2913531,0.2743149,1.594349,1.114298,1,8,3,3,0.4800511,-3,1,0,0
"3410","T1",10,"06.07.2020","No","Kayserispor","Besiktas",3,1,9,12,4,8,18,15,1,1,0,0,4.25,3.91,1.74,1.55,2.41,3,0,0.2207756,0.2399735,0.5392508,0.9023004,1.857726,2,-3,-4,3,-0.9554256,3,0,0,0
"3411","T1",10,"07.07.2020","No","Genclerbirligi","Fenerbahce",1,1,17,15,6,7,13,14,3,4,0,0,3.67,3.75,1.91,1.63,2.26,1,1,0.2564015,0.2509316,0.4926668,1.020136,1.728932,0,2,-1,0,-0.7087959,-1,-1,0,0
"3412","T1",10,"07.07.2020","No","Buyuksehyr","Denizlispor",2,0,13,10,4,3,15,12,3,1,0,0,1.31,5.23,8.93,1.65,2.24,3,0,0.7157302,0.1792747,0.1049951,2.326465,0.4942601,2,3,1,3,1.832205,3,2,0,0
"3413","T1",10,"08.07.2020","No","Sivasspor","Yeni Malatyaspor",0,1,11,8,1,4,8,16,1,3,0,0,1.78,3.74,4.24,1.75,2.06,0,3,0.5274965,0.2510545,0.221449,1.833544,0.9154015,-1,3,-3,-3,0.9181425,-8,-2,0,0
"3414","T1",10,"08.07.2020","No","Trabzonspor","Antalyaspor",2,2,15,13,3,7,14,17,1,5,0,0,1.36,5.03,7.62,1.5,2.54,1,1,0.6902,0.1866147,0.1231853,2.257215,0.5561706,0,2,-4,0,1.701044,-3,-4,0,0
"3415","T1",10,"08.07.2020","No","Alanyaspor","Galatasaray",4,1,13,21,6,6,7,6,1,1,0,0,2.25,3.5,2.98,1.77,2.04,3,0,0.4170332,0.2680928,0.3148741,1.519192,1.212715,3,-8,0,3,0.3064774,1,0,0,0
"3416","T1",10,"08.07.2020","No","Goztep","Ankaragucu",2,2,10,16,5,7,14,21,2,4,0,0,2.19,3.45,3.13,2.01,1.79,1,1,0.428364,0.271918,0.299718,1.55701,1.171072,0,-6,-2,0,0.3859382,-7,-2,0,0
"3417","T1",10,"09.07.2020","No","Rizespor","Kayserispor",3,2,14,17,8,4,16,15,3,3,0,1,2.34,3.36,2.93,1.83,1.96,3,0,0.4007914,0.2791226,0.320086,1.481497,1.239381,1,-3,4,3,0.2421163,1,0,-1,0
"3418","T1",10,"09.07.2020","No","Besiktas","Kasimpasa",3,2,16,14,6,4,12,14,3,1,0,0,1.67,4.17,4.43,1.45,2.71,3,0,0.5626022,0.2253107,0.2120871,1.913117,0.8615719,1,2,2,3,1.051545,-2,2,0,0
"3419","T1",10,"09.07.2020","No","Gaziantep","Konyaspor",3,1,18,15,8,8,15,9,3,5,0,0,2.68,3.23,2.6,2.07,1.75,3,0,0.3495904,0.2900626,0.360347,1.338834,1.371104,2,3,0,3,-0.03226988,6,-2,0,0
"3420","T1",10,"11.07.2020","No","Goztep","Genclerbirligi",1,3,15,5,6,3,6,13,2,1,0,0,2.35,3.43,2.87,1.76,2.06,0,3,0.3993696,0.2736205,0.3270099,1.471729,1.25465,-2,10,3,-3,0.2170789,-7,1,0,0
"3421","T1",10,"12.07.2020","No","Ankaragucu","Galatasaray",1,0,14,18,5,2,12,10,4,4,0,0,3.83,3.83,1.84,1.55,2.43,3,0,0.2450067,0.2450067,0.5099867,0.9800266,1.774967,1,-4,3,3,-0.7949401,2,0,0,0
"3422","T1",10,"12.07.2020","No","Antalyaspor","Alanyaspor",1,0,12,11,2,4,10,11,1,2,0,0,3.35,3.68,2.02,1.6,2.32,3,0,0.2802108,0.2550832,0.464706,1.095716,1.649201,1,1,-2,3,-0.5534857,-1,-1,0,0
"3423","T1",10,"12.07.2020","No","Fenerbahce","Sivasspor",1,2,12,13,3,4,15,21,3,3,0,0,1.98,3.66,3.49,1.62,2.27,0,3,0.4743116,0.2565948,0.2690937,1.679529,1.063876,-1,-1,-1,-3,0.6156537,-6,0,0,0
"3424","T1",10,"13.07.2020","No","Kasimpasa","Rizespor",2,0,12,5,6,0,17,14,1,2,0,0,2,3.66,3.39,1.62,2.27,3,0,0.4680731,0.2557776,0.2761493,1.659997,1.084226,2,7,6,3,0.5757713,3,-1,0,0
"3425","T1",10,"13.07.2020","No","Kayserispor","Gaziantep",1,1,12,13,9,6,12,17,1,4,2,0,1.79,3.88,3.98,1.72,2.1,1,1,0.5232619,0.2414017,0.2353364,1.811187,0.9474109,0,-1,3,0,0.8637765,-5,-3,2,0
"3426","T1",10,"13.07.2020","No","Denizlispor","Trabzonspor",2,1,13,23,5,4,13,20,0,3,0,0,5.58,4.25,1.53,1.59,2.32,3,0,0.1677852,0.2202921,0.6119226,0.7236478,2.05606,1,-10,1,3,-1.332412,-7,-3,0,0
"3427","T1",10,"13.07.2020","No","Konyaspor","Buyuksehyr",4,3,16,17,5,5,8,10,4,3,0,0,4.41,3.36,1.85,2.1,1.72,3,0,0.2129343,0.2794763,0.5075894,0.9182793,1.802244,1,-1,0,3,-0.8839652,-2,1,0,0
"3428","T1",10,"13.07.2020","No","Yeni Malatyaspor","Besiktas",0,1,13,6,2,3,13,14,0,2,0,0,3.71,3.79,1.88,1.57,2.38,0,3,0.2530175,0.2476767,0.4993058,1.006729,1.745594,-1,7,-1,-3,-0.7388649,-1,-2,0,0
"3429","T1",10,"18.07.2020","No","Galatasaray","Goztep",3,1,14,10,3,2,16,11,2,2,0,0,1.43,4.58,6.54,1.59,2.33,3,0,0.6532184,0.2039525,0.1428291,2.163608,0.6324398,2,4,1,3,1.531168,5,0,0,0
"3430","T1",10,"18.07.2020","No","Gaziantep","Kasimpasa",2,2,11,11,5,4,12,10,2,0,0,0,2.58,3.66,2.46,1.49,2.58,1,1,0.363148,0.2559895,0.3808625,1.345433,1.398577,0,0,1,0,-0.0531436,2,2,0,0
"3431","T1",10,"19.07.2020","No","Alanyaspor","Denizlispor",1,0,19,10,4,2,7,14,1,1,0,0,1.58,4.06,5.24,1.68,2.15,3,0,0.5914747,0.2301798,0.1783454,2.004604,0.7652161,1,9,2,3,1.239388,-7,0,0,0
"3432","T1",10,"19.07.2020","No","Ankaragucu","Antalyaspor",0,1,19,9,6,5,19,14,4,3,0,1,1.85,3.58,4.03,1.94,1.85,0,3,0.5061198,0.2615423,0.2323379,1.779902,0.9585559,-1,10,1,-3,0.8213458,5,1,-1,0
"3433","T1",10,"19.07.2020","No","Besiktas","Fenerbahce",2,0,13,17,7,5,18,19,3,5,0,1,2.19,3.52,3.06,1.63,2.25,3,0,0.4277443,0.266125,0.3061307,1.549358,1.184517,2,-4,2,3,0.3648407,-1,-2,-1,0
"3434","T1",10,"19.07.2020","No","Buyuksehyr","Kayserispor",1,0,20,6,4,3,12,12,2,0,0,0,1.41,4.8,6.68,1.5,2.52,3,0,0.6645278,0.1952051,0.1402671,2.188789,0.6160064,1,14,1,3,1.572782,0,2,0,0
"3435","T1",10,"19.07.2020","No","Rizespor","Yeni Malatyaspor",3,0,12,13,9,4,16,16,3,1,0,0,2.49,3.33,2.73,1.87,1.92,3,0,0.3759631,0.2811255,0.3429114,1.409015,1.30986,3,-1,5,3,0.0991551,0,2,0,0
"3436","T1",10,"19.07.2020","No","Sivasspor","Genclerbirligi",2,0,14,9,6,5,14,9,1,1,0,0,1.66,3.88,4.78,1.76,2.05,3,0,0.5633437,0.2410182,0.1956382,1.931049,0.8279327,2,5,1,3,1.103116,5,0,0,0
"3437","T1",10,"19.07.2020","No","Trabzonspor","Konyaspor",3,4,16,9,7,6,15,8,2,0,0,0,1.52,4.3,5.55,1.53,2.44,0,3,0.6144913,0.2172155,0.1682931,2.06069,0.7220949,-1,7,1,-3,1.338595,7,2,0,0
"3438","T1",10,"24.07.2020","No","Antalyaspor","Galatasaray",2,2,13,8,7,3,12,12,0,1,0,0,3.11,3.64,2.13,1.53,2.48,1,1,0.3017056,0.2577759,0.4405185,1.162893,1.579331,0,5,4,0,-0.4164387,0,-1,0,0
"3439","T1",10,"25.07.2020","No","Denizlispor","Ankaragucu",0,1,18,6,5,2,12,11,2,1,0,0,1.54,4.3,5.22,1.66,2.19,0,3,0.6049026,0.2166395,0.1784579,2.031347,0.7520131,-1,12,3,-3,1.279334,1,1,0,0
"3440","T1",10,"25.07.2020","No","Fenerbahce","Rizespor",3,1,9,17,6,10,12,15,1,0,0,0,2.4,3.37,2.81,1.61,2.26,3,0,0.3896723,0.2775114,0.3328162,1.446528,1.27596,2,-8,-4,3,0.1705683,-3,1,0,0
"3441","T1",10,"25.07.2020","No","Genclerbirligi","Besiktas",0,3,14,10,4,5,15,12,2,3,0,0,3.57,4.23,1.82,1.55,2.39,0,3,0.2627769,0.2217762,0.5154469,1.010107,1.768117,-3,4,-1,-3,-0.7580102,3,-1,0,0
"3442","T1",10,"25.07.2020","No","Goztep","Sivasspor",3,1,8,25,3,6,13,14,3,3,1,0,4.4,3.93,1.7,1.68,2.16,3,0,0.2124122,0.2378152,0.5497727,0.8750517,1.887133,2,-17,-3,3,-1.012082,-1,0,1,0
"3443","T1",10,"25.07.2020","No","Kayserispor","Trabzonspor",1,2,22,16,6,8,18,14,2,1,0,0,3.01,3.65,2.16,1.51,2.5,0,3,0.310735,0.25625,0.433015,1.188455,1.555295,-1,6,-2,-3,-0.36684,4,1,0,0
"3444","T1",10,"25.07.2020","No","Konyaspor","Alanyaspor",2,3,13,17,4,5,9,10,1,2,0,0,2.83,3.59,2.29,1.57,2.35,0,3,0.3306759,0.2606721,0.4086519,1.2527,1.486628,-1,-4,-1,-3,-0.233928,-1,-1,0,0
"3445","T1",10,"25.07.2020","No","Yeni Malatyaspor","Gaziantep",0,1,9,12,3,7,14,9,1,0,0,0,1.7,3.91,4.4,1.9,1.87,0,3,0.5491047,0.2387412,0.2121541,1.886055,0.8752035,-1,-3,-4,-3,1.010852,5,1,0,0
"3446","T1",10,"26.07.2020","No","Kasimpasa","Buyuksehyr",3,2,15,16,5,4,6,7,1,2,0,0,2.8,3.58,2.32,1.55,2.39,3,0,0.3345579,0.2616654,0.4037767,1.265339,1.472996,1,-1,1,3,-0.2076566,-1,-1,0,0
"3447","P1",10,"09.08.2019","Yes","Portimonense","Belenenses",0,0,16,8,5,2,19,15,1,1,0,0,1.98,3.38,3.78,2.03,1.77,1,1,0.4740216,0.2776813,0.248297,1.699746,1.022572,0,8,3,0,0.6771738,4,0,0,0
"3448","P1",10,"10.08.2019","Yes","Santa Clara","Famalicao",0,2,22,14,6,6,14,22,0,3,0,0,2.04,3.18,3.77,2.24,1.63,0,3,0.4581642,0.2939167,0.2479191,1.668409,1.037674,-2,8,0,-3,0.6307354,-8,-3,0,0
"3449","P1",10,"10.08.2019","Yes","Gil Vicente","Porto",2,1,13,16,7,5,15,19,3,3,0,0,9.88,5.21,1.29,1.65,2.19,3,0,0.09473942,0.1796594,0.7256012,0.4638777,2.356463,1,-3,2,3,-1.892585,-4,0,0,0
"3450","P1",10,"10.08.2019","Yes","Benfica","Pacos Ferreira",5,0,15,7,7,0,15,11,0,4,0,1,1.12,8.26,18.66,1.44,2.71,3,0,0.8363899,0.1134088,0.05020132,2.622578,0.2640128,5,8,7,3,2.358566,4,-4,-1,0
"3451","P1",10,"11.08.2019","Yes","Boavista","Aves",2,1,8,17,3,2,24,20,5,3,0,0,2.26,3.04,3.37,2.52,1.5,3,0,0.4142426,0.3079567,0.2778007,1.550685,1.141359,1,-9,1,3,0.4093258,4,2,0,0
"3452","P1",10,"11.08.2019","Yes","Maritimo","Sp Lisbon",1,1,10,17,3,2,14,14,4,4,0,0,5.07,3.68,1.67,1.96,1.83,1,1,0.1847184,0.2544898,0.5607918,0.808645,1.936865,0,-7,1,0,-1.12822,0,0,0,0
"3453","P1",10,"11.08.2019","Yes","Sp Braga","Moreirense",3,1,19,11,9,4,14,11,2,2,0,0,1.43,4.3,7.43,1.9,1.89,3,0,0.6557286,0.2180679,0.1262035,2.185254,0.5966784,2,8,5,3,1.588575,3,0,0,0
"3454","P1",10,"12.08.2019","Yes","Setubal","Tondela",0,0,7,7,4,2,23,18,7,2,1,0,2.15,3.15,3.46,2.31,1.59,1,1,0.4340415,0.2962506,0.2697079,1.598375,1.105374,0,0,2,0,0.4930009,5,5,1,0
"3455","P1",10,"16.08.2019","Yes","Famalicao","Rio Ave",1,0,16,13,4,1,16,16,3,5,0,1,2.78,3.43,2.43,1.77,2.05,3,0,0.3384635,0.2743232,0.3872134,1.289714,1.435963,1,3,3,3,-0.1462496,0,-2,-1,0
"3456","P1",10,"17.08.2019","Yes","Moreirense","Gil Vicente",3,0,12,16,4,2,17,16,0,3,0,0,2.24,3.18,3.28,2.23,1.64,3,0,0.4188781,0.2950588,0.2860631,1.551693,1.153248,3,-4,2,3,0.398445,1,-3,0,0
"3457","P1",10,"17.08.2019","Yes","Belenenses","Benfica",0,2,7,21,1,5,11,10,7,1,0,0,14.32,6.88,1.18,1.5,2.53,0,3,0.06571602,0.136781,0.7975029,0.3339291,2.52929,-2,-14,-4,-3,-2.195361,1,6,0,0
"3458","P1",10,"17.08.2019","Yes","Porto","Setubal",4,0,23,6,10,5,16,16,0,2,0,0,1.16,6.97,16.64,1.61,2.27,3,0,0.8089705,0.134635,0.05639458,2.561546,0.3038187,4,17,5,3,2.257728,0,-2,0,0
"3459","P1",10,"18.08.2019","Yes","Aves","Maritimo",3,1,11,10,4,1,25,14,2,4,0,0,2.27,3.16,3.25,2.27,1.61,3,0,0.4137675,0.2972317,0.2890007,1.538534,1.164234,2,1,3,3,0.3743005,11,-2,0,0
"3460","P1",10,"18.08.2019","Yes","Pacos Ferreira","Santa Clara",0,1,19,6,3,3,24,20,3,1,0,0,2.36,3.21,3.03,2.17,1.67,0,3,0.3977598,0.292434,0.3098063,1.485713,1.221853,-1,13,0,-3,0.2638604,4,2,0,0
"3461","P1",10,"18.08.2019","Yes","Guimaraes","Boavista",1,1,16,5,4,2,14,13,3,3,0,0,1.63,3.72,5.42,2.2,1.66,1,1,0.5750729,0.2519809,0.1729463,1.977199,0.7708197,0,11,2,0,1.20638,1,0,0,0
"3462","P1",10,"18.08.2019","Yes","Sp Lisbon","Sp Braga",2,1,11,21,6,7,13,16,3,5,0,0,1.97,3.4,3.78,2.02,1.79,3,0,0.4760599,0.2758347,0.2481053,1.704015,1.020151,1,-10,-1,3,0.6838639,-3,-2,0,0
"3463","P1",10,"19.08.2019","Yes","Tondela","Portimonense",1,2,8,14,3,6,11,16,1,1,0,0,2.71,3.27,2.55,2.09,1.73,0,3,0.3458423,0.2866155,0.3675422,1.324142,1.389242,-1,-6,-3,-3,-0.06509973,-5,0,0,0
